order_id,order_date,promised_delivery_date,customer_region,order_priority,order_channel,order_status
O-103806,2024-03-01,2024-03-09,Limpopo,Normal,Mobile,Completed
O-103807,2024-03-26,2024-04-01,Limpopo,Normal,Mobile,Completed
O-103808,2024-03-09,2024-03-17,Free State,Normal,Mobile,Completed
O-103809,2024-03-23,2024-03-29,Free State,Express,Mobile,Completed
O-103810,2024-02-16,2024-02-26,Free State,Normal,Web,Completed
O-103811,2024-02-22,2024-03-03,Limpopo,Express,Mobile,Completed
O-103812,2024-04-29,2024-05-09,Mpumalanga,Normal,Mobile,Completed
O-103813,2024-04-18,2024-04-22,Mpumalanga,Express,Web,Completed
O-103814,2024-04-11,2024-04-17,Gauteng,Express,Mobile,Completed
O-103815,2024-04-20,2024-04-29,Mpumalanga,Normal,Web,Completed
O-103816,2024-03-13,2024-03-21,Gauteng,Normal,Web,Completed
O-103817,2024-03-24,2024-03-28,Gauteng,Express,Web,Completed
O-103818,2024-04-18,2024-04-26,KwaZulu-Natal,Normal,Mobile,Completed
O-103819,2024-04-21,2024-04-26,Gauteng,Normal,Web,Completed
O-103820,2024-03-02,2024-03-11,KwaZulu-Natal,Normal,Web,Completed
O-103821,2024-04-26,2024-05-03,Limpopo,Normal,Web,Completed
O-103822,2024-03-20,2024-03-24,Limpopo,Normal,Web,Completed
O-103823,2024-01-23,2024-01-30,Western Cape,Normal,Web,Completed
O-103824,2024-02-14,2024-02-23,Western Cape,Normal,Web,Completed
O-103825,2024-03-13,2024-03-19,Free State,Normal,Web,Completed
O-103826,2024-03-30,2024-04-08,Free State,Normal,Web,Completed
O-103827,2024-02-20,2024-02-25,Limpopo,Normal,Mobile,Completed
O-103828,2024-02-08,2024-02-15,Free State,Normal,Web,Completed
O-103829,2024-04-23,2024-05-01,Mpumalanga,Normal,Web,Completed
O-103830,2024-04-16,2024-04-21,Mpumalanga,Normal,Web,Completed
O-103831,2024-02-11,2024-02-18,Western Cape,Normal,Mobile,Completed
O-103832,2024-01-19,2024-01-23,Gauteng,Express,Web,Completed
O-103833,2024-03-10,2024-03-18,Gauteng,Normal,Mobile,Completed
O-103834,2024-03-06,2024-03-12,Western Cape,Normal,Mobile,Completed
O-103835,2024-03-03,2024-03-11,Western Cape,Express,Mobile,Completed
O-103836,2024-03-22,2024-03-27,Limpopo,Express,Mobile,Completed
O-103837,2024-02-16,2024-02-20,Free State,Express,Web,Completed
O-103838,2024-03-23,2024-03-27,Gauteng,Express,Web,Completed
O-103839,2024-01-03,2024-01-11,Free State,Normal,Web,Completed
O-103840,2024-01-15,2024-01-21,Western Cape,Normal,Web,Completed
O-103841,2024-04-05,2024-04-12,Limpopo,Normal,Mobile,Completed
O-103842,2024-04-16,2024-04-21,Limpopo,Express,Mobile,Completed
O-103843,2024-02-06,2024-02-16,Mpumalanga,Normal,Mobile,Completed
O-103844,2024-04-13,2024-04-17,Western Cape,Normal,Mobile,Completed
O-103845,2024-03-29,2024-04-07,KwaZulu-Natal,Express,Web,Completed
O-103846,2024-01-18,2024-01-25,Limpopo,Express,Web,Completed
O-103847,2024-01-25,2024-02-04,Western Cape,Normal,Mobile,Completed
O-103848,2024-01-08,2024-01-12,Gauteng,Express,Web,Completed
O-103849,2024-01-11,2024-01-19,Western Cape,Normal,Web,Completed
O-103850,2024-03-08,2024-03-15,Limpopo,Normal,Mobile,Completed
O-103851,2024-04-25,2024-05-03,Free State,Normal,Mobile,Completed
O-103852,2024-04-14,2024-04-20,Western Cape,Normal,Web,Completed
O-103853,2024-01-13,2024-01-17,Free State,Normal,Mobile,Completed
O-103854,2024-01-07,2024-01-13,KwaZulu-Natal,Normal,Web,Completed
O-103855,2024-03-17,2024-03-24,Gauteng,Normal,Mobile,Completed
O-103856,2024-01-30,2024-02-05,KwaZulu-Natal,Normal,Web,Completed
O-103857,2024-01-14,2024-01-24,KwaZulu-Natal,Normal,Web,Completed
O-103858,2024-04-24,2024-05-01,Gauteng,Normal,Web,Completed
O-103859,2024-01-04,2024-01-11,Mpumalanga,Express,Web,Completed
O-103860,2024-03-16,2024-03-23,Western Cape,Normal,Web,Completed
O-103861,2024-02-17,2024-02-23,Gauteng,Normal,Web,Completed
O-103862,2024-04-04,2024-04-14,Gauteng,Normal,Web,Completed
O-103863,2024-04-07,2024-04-11,Limpopo,Normal,Web,Completed
O-103864,2024-01-06,2024-01-13,KwaZulu-Natal,Normal,Web,Completed
O-103865,2024-04-20,2024-04-26,Gauteng,Normal,Mobile,Completed
O-103866,2024-01-13,2024-01-19,Limpopo,Normal,Web,Completed
O-103867,2024-01-14,2024-01-19,Limpopo,Normal,Mobile,Completed
O-103868,2024-02-20,2024-02-24,Free State,Express,Web,Completed
O-103869,2024-04-23,2024-05-01,Limpopo,Express,Web,Completed
O-103870,2024-04-28,2024-05-07,Western Cape,Normal,Web,Completed
O-103871,2024-02-28,2024-03-06,Limpopo,Express,Mobile,Completed
O-103872,2024-04-06,2024-04-11,Gauteng,Normal,Mobile,Completed
O-103873,2024-02-28,2024-03-06,Western Cape,Normal,Mobile,Completed
O-103874,2024-01-30,2024-02-08,Free State,Normal,Web,Completed
O-103875,2024-04-19,2024-05-01,Western Cape,Normal,Web,Completed
O-103876,2024-02-21,2024-02-27,Free State,Express,Web,Completed
O-103877,2024-03-12,2024-03-17,Western Cape,Express,Mobile,Completed
O-103878,2024-01-31,2024-02-06,Western Cape,Normal,Mobile,Completed
O-103879,2024-03-12,2024-03-15,KwaZulu-Natal,Normal,Mobile,Completed
O-103880,2024-04-14,2024-04-23,Free State,Express,Mobile,Completed
O-103881,2024-01-13,2024-01-19,Western Cape,Normal,Web,Completed
O-103882,2024-01-23,2024-01-28,Mpumalanga,Normal,Mobile,Completed
O-103883,2024-01-24,2024-01-31,Gauteng,Normal,Web,Completed
O-103884,2024-01-10,2024-01-17,Mpumalanga,Express,Web,Completed
O-103885,2024-01-13,2024-01-19,Gauteng,Express,Mobile,Completed
O-103886,2024-01-22,2024-01-27,Western Cape,Normal,Mobile,Completed
O-103887,2024-03-18,2024-03-28,Gauteng,Normal,Mobile,Completed
O-103888,2024-04-29,2024-05-04,KwaZulu-Natal,Normal,Mobile,Completed
O-103889,2024-04-28,2024-05-05,Gauteng,Normal,Web,Completed
O-103890,2024-03-20,2024-03-27,Limpopo,Express,Mobile,Completed
O-103891,2024-04-15,2024-04-20,KwaZulu-Natal,Express,Mobile,Completed
O-103892,2024-04-15,2024-04-21,Western Cape,Express,Web,Completed
O-103893,2024-02-21,2024-03-01,Limpopo,Normal,Web,Completed
O-103894,2024-04-15,2024-04-21,KwaZulu-Natal,Normal,Mobile,Completed
O-103895,2024-03-11,2024-03-18,Mpumalanga,Normal,Web,Completed
O-103896,2024-02-08,2024-02-15,KwaZulu-Natal,Express,Mobile,Completed
O-103897,2024-03-03,2024-03-09,Gauteng,Normal,Mobile,Completed
O-103898,2024-01-07,2024-01-14,Limpopo,Normal,Mobile,Completed
O-103899,2024-01-14,2024-01-19,Gauteng,Normal,Web,Completed
O-103900,2024-02-26,2024-03-04,Western Cape,Normal,Web,Completed
O-103901,2024-03-10,2024-03-16,Gauteng,Normal,Mobile,Completed
O-103902,2024-03-14,2024-03-19,Western Cape,Normal,Mobile,Completed
O-103903,2024-04-07,2024-04-12,Western Cape,Express,Mobile,Completed
O-103904,2024-04-07,2024-04-16,Free State,Normal,Web,Completed
O-103905,2024-02-15,2024-02-22,Limpopo,Normal,Mobile,Completed
O-103906,2024-04-23,2024-04-25,Mpumalanga,Express,Mobile,Completed
O-103907,2024-03-06,2024-03-12,Gauteng,Normal,Web,Completed
O-103908,2024-04-27,2024-05-01,Gauteng,Express,Mobile,Completed
O-103909,2024-04-18,2024-04-29,Western Cape,Normal,Mobile,Completed
O-103910,2024-04-20,2024-04-29,Gauteng,Normal,Mobile,Completed
O-103911,2024-01-09,2024-01-17,Mpumalanga,Normal,Mobile,Completed
O-103912,2024-03-08,2024-03-12,Free State,Express,Mobile,Completed
O-103913,2024-04-10,2024-04-15,KwaZulu-Natal,Normal,Mobile,Completed
O-103914,2024-02-23,2024-03-03,Mpumalanga,Normal,Web,Completed
O-103915,2024-04-08,2024-04-15,Western Cape,Normal,Web,Completed
O-103916,2024-04-19,2024-04-25,Mpumalanga,Normal,Web,Completed
O-103917,2024-03-03,2024-03-10,Limpopo,Normal,Web,Completed
O-103918,2024-01-28,2024-02-02,Limpopo,Normal,Mobile,Completed
O-103919,2024-01-03,2024-01-10,Gauteng,Express,Web,Completed
O-103920,2024-02-02,2024-02-08,Free State,Express,Mobile,Completed
O-103921,2024-02-12,2024-02-17,KwaZulu-Natal,Express,Web,Completed
O-103922,2024-02-21,2024-02-27,Western Cape,Normal,Web,Completed
O-103923,2024-03-13,2024-03-22,Limpopo,Normal,Web,Completed
O-103924,2024-03-09,2024-03-18,Free State,Express,Mobile,Completed
O-103925,2024-03-17,2024-03-25,Mpumalanga,Normal,Web,Completed
O-103926,2024-03-26,2024-03-31,KwaZulu-Natal,Express,Web,Completed
O-103927,2024-03-23,2024-03-31,Gauteng,Normal,Mobile,Completed
O-103928,2024-02-13,2024-02-19,KwaZulu-Natal,Normal,Web,Completed
O-103929,2024-02-29,2024-03-08,KwaZulu-Natal,Express,Mobile,Completed
O-103930,2024-03-02,2024-03-09,Limpopo,Normal,Web,Completed
O-103931,2024-04-29,2024-05-07,Limpopo,Normal,Mobile,Completed
O-103932,2024-02-22,2024-02-26,Mpumalanga,Express,Mobile,Completed
O-103933,2024-01-30,2024-02-07,Mpumalanga,Normal,Web,Completed
O-103934,2024-04-21,2024-04-27,Free State,Express,Web,Completed
O-103935,2024-04-07,2024-04-14,Free State,Normal,Mobile,Completed
O-103936,2024-02-28,2024-03-09,Western Cape,Normal,Mobile,Completed
O-103937,2024-02-19,2024-02-27,Limpopo,Normal,Mobile,Completed
O-103938,2024-01-05,2024-01-12,Free State,Normal,Mobile,Completed
O-103939,2024-03-21,2024-03-26,Mpumalanga,Normal,Web,Completed
O-103940,2024-01-10,2024-01-15,Western Cape,Normal,Mobile,Completed
O-103941,2024-03-11,2024-03-21,Mpumalanga,Normal,Web,Completed
O-103942,2024-03-21,2024-03-30,Western Cape,Normal,Web,Completed
O-103943,2024-02-02,2024-02-13,Free State,Normal,Web,Completed
O-103944,2024-03-14,2024-03-18,Limpopo,Normal,Web,Completed
O-103945,2024-04-26,2024-05-05,Western Cape,Normal,Web,Completed
O-103946,2024-03-19,2024-03-30,Mpumalanga,Normal,Web,Completed
O-103947,2024-02-01,2024-02-08,KwaZulu-Natal,Normal,Web,Completed
O-103948,2024-01-30,2024-02-05,KwaZulu-Natal,Normal,Web,Completed
O-103949,2024-04-02,2024-04-07,Limpopo,Express,Mobile,Completed
O-103950,2024-04-09,2024-04-16,Limpopo,Normal,Mobile,Completed
O-103951,2024-02-17,2024-02-22,Mpumalanga,Normal,Mobile,Completed
O-103952,2024-03-24,2024-03-27,KwaZulu-Natal,Express,Web,Completed
O-103953,2024-01-23,2024-01-27,Limpopo,Normal,Mobile,Completed
O-103954,2024-03-04,2024-03-13,Western Cape,Normal,Web,Completed
O-103955,2024-04-20,2024-04-27,Limpopo,Normal,Mobile,Completed
O-103956,2024-03-08,2024-03-16,Free State,Normal,Mobile,Completed
O-103957,2024-04-03,2024-04-07,KwaZulu-Natal,Normal,Web,Completed
O-103958,2024-02-27,2024-03-04,Gauteng,Normal,Web,Completed
O-103959,2024-01-30,2024-02-05,Gauteng,Express,Mobile,Completed
O-103960,2024-01-16,2024-01-22,Limpopo,Express,Web,Completed
O-103961,2024-04-21,2024-04-28,Limpopo,Normal,Web,Completed
O-103962,2024-03-21,2024-03-27,KwaZulu-Natal,Normal,Mobile,Completed
O-103963,2024-04-17,2024-04-23,Western Cape,Normal,Mobile,Completed
O-103964,2024-03-03,2024-03-10,Limpopo,Normal,Web,Completed
O-103965,2024-04-04,2024-04-10,Limpopo,Express,Web,Completed
O-103966,2024-01-12,2024-01-23,Limpopo,Express,Mobile,Completed
O-103967,2024-02-10,2024-02-16,Free State,Normal,Mobile,Completed
O-103968,2024-02-02,2024-02-09,KwaZulu-Natal,Normal,Web,Completed
O-103969,2024-04-20,2024-04-26,KwaZulu-Natal,Express,Mobile,Completed
O-103970,2024-01-28,2024-02-02,KwaZulu-Natal,Normal,Mobile,Completed
O-103971,2024-02-07,2024-02-11,Free State,Normal,Web,Completed
O-103972,2024-02-23,2024-02-28,Limpopo,Express,Web,Completed
O-103973,2024-03-16,2024-03-22,Gauteng,Normal,Web,Completed
O-103974,2024-03-29,2024-04-04,Mpumalanga,Express,Mobile,Completed
O-103975,2024-02-15,2024-02-23,Western Cape,Normal,Mobile,Completed
O-103976,2024-03-14,2024-03-21,Mpumalanga,Normal,Mobile,Completed
O-103977,2024-04-18,2024-04-26,Mpumalanga,Normal,Mobile,Completed
O-103978,2024-03-27,2024-04-02,Mpumalanga,Normal,Mobile,Completed
O-103979,2024-02-26,2024-03-06,Free State,Express,Mobile,Completed
O-103980,2024-02-05,2024-02-11,Western Cape,Express,Mobile,Completed
O-103981,2024-02-18,2024-02-23,Mpumalanga,Normal,Web,Completed
O-103982,2024-04-20,2024-04-26,Western Cape,Normal,Web,Completed
O-103983,2024-03-22,2024-03-31,Western Cape,Normal,Web,Completed
O-103984,2024-04-03,2024-04-07,Mpumalanga,Normal,Mobile,Completed
O-103985,2024-03-09,2024-03-15,KwaZulu-Natal,Express,Web,Completed
O-103986,2024-04-06,2024-04-11,Western Cape,Express,Web,Completed
O-103987,2024-04-14,2024-04-22,Gauteng,Normal,Mobile,Completed
O-103988,2024-01-17,2024-01-22,Free State,Normal,Web,Completed
O-103989,2024-03-29,2024-04-08,Mpumalanga,Normal,Web,Completed
O-103990,2024-04-28,2024-05-06,Limpopo,Normal,Web,Completed
O-103991,2024-02-20,2024-02-27,Free State,Express,Web,Completed
O-103992,2024-01-16,2024-01-20,Free State,Normal,Mobile,Completed
O-103993,2024-01-01,2024-01-06,Western Cape,Normal,Web,Completed
O-103994,2024-04-01,2024-04-06,Western Cape,Normal,Web,Completed
O-103995,2024-03-14,2024-03-23,Limpopo,Normal,Mobile,Completed
O-103996,2024-02-22,2024-02-28,Gauteng,Normal,Mobile,Completed
O-103997,2024-01-14,2024-01-19,Western Cape,Normal,Web,Completed
O-103998,2024-02-06,2024-02-11,Mpumalanga,Express,Web,Completed
O-103999,2024-01-18,2024-01-24,Limpopo,Normal,Web,Completed
O-104000,2024-04-20,2024-04-27,Western Cape,Normal,Mobile,Completed
O-104001,2024-04-27,2024-05-05,Western Cape,Normal,Web,Completed
O-104002,2024-02-01,2024-02-10,Limpopo,Express,Mobile,Completed
O-104003,2024-03-26,2024-04-01,Limpopo,Normal,Web,Completed
O-104004,2024-01-26,2024-01-29,Gauteng,Express,Mobile,Completed
O-104005,2024-03-04,2024-03-11,Limpopo,Normal,Web,Completed
O-104006,2024-02-07,2024-02-14,Free State,Normal,Mobile,Completed
O-104007,2024-03-26,2024-03-30,KwaZulu-Natal,Express,Mobile,Completed
O-104008,2024-03-14,2024-03-19,Western Cape,Normal,Mobile,Completed
O-104009,2024-04-11,2024-04-18,Western Cape,Normal,Web,Completed
O-104010,2024-04-22,2024-05-02,KwaZulu-Natal,Normal,Mobile,Completed
O-104011,2024-02-02,2024-02-07,Mpumalanga,Normal,Web,Completed
O-104012,2024-04-07,2024-04-13,Mpumalanga,Normal,Mobile,Completed
O-104013,2024-01-21,2024-01-28,Western Cape,Normal,Web,Completed
O-104014,2024-01-02,2024-01-08,Gauteng,Normal,Web,Completed
O-104015,2024-03-29,2024-04-02,KwaZulu-Natal,Normal,Web,Completed
O-104016,2024-01-12,2024-01-18,Gauteng,Express,Mobile,Completed
O-104017,2024-03-10,2024-03-16,Western Cape,Normal,Web,Completed
O-104018,2024-04-24,2024-04-29,Free State,Normal,Web,Completed
O-104019,2024-04-06,2024-04-13,KwaZulu-Natal,Normal,Mobile,Completed
O-104020,2024-03-02,2024-03-08,Gauteng,Normal,Mobile,Completed
O-104021,2024-01-18,2024-01-29,Mpumalanga,Normal,Mobile,Completed
O-104022,2024-03-23,2024-03-31,Free State,Normal,Mobile,Completed
O-104023,2024-02-05,2024-02-13,Mpumalanga,Normal,Mobile,Completed
O-104024,2024-04-28,2024-05-03,KwaZulu-Natal,Normal,Web,Completed
O-104025,2024-03-27,2024-04-02,Free State,Normal,Mobile,Completed
O-104026,2024-01-07,2024-01-13,Gauteng,Normal,Mobile,Completed
O-104027,2024-01-18,2024-01-25,Western Cape,Normal,Mobile,Completed
O-104028,2024-01-30,2024-02-05,Limpopo,Normal,Mobile,Completed
O-104029,2024-01-03,2024-01-11,Free State,Express,Mobile,Completed
O-104030,2024-03-12,2024-03-21,Mpumalanga,Normal,Web,Completed
O-104031,2024-01-31,2024-02-03,Limpopo,Normal,Mobile,Completed
O-104032,2024-04-28,2024-05-01,Mpumalanga,Express,Mobile,Completed
O-104033,2024-01-11,2024-01-18,Free State,Normal,Web,Completed
O-104034,2024-02-22,2024-02-28,Western Cape,Express,Web,Completed
O-104035,2024-04-04,2024-04-10,KwaZulu-Natal,Normal,Mobile,Completed
O-104036,2024-03-13,2024-03-20,Mpumalanga,Express,Mobile,Completed
O-104037,2024-01-16,2024-01-24,Gauteng,Express,Web,Completed
O-104038,2024-04-05,2024-04-12,KwaZulu-Natal,Normal,Mobile,Completed
O-104039,2024-02-11,2024-02-15,KwaZulu-Natal,Express,Web,Completed
O-104040,2024-02-14,2024-02-22,Western Cape,Normal,Mobile,Completed
O-104041,2024-01-15,2024-01-19,Western Cape,Normal,Mobile,Completed
O-104042,2024-04-21,2024-04-29,Gauteng,Express,Mobile,Completed
O-104043,2024-02-07,2024-02-10,Gauteng,Normal,Mobile,Completed
O-104044,2024-02-15,2024-02-22,Limpopo,Express,Mobile,Completed
O-104045,2024-01-09,2024-01-14,Mpumalanga,Normal,Web,Completed
O-104046,2024-03-24,2024-03-31,KwaZulu-Natal,Normal,Web,Completed
O-104047,2024-02-13,2024-02-20,Western Cape,Normal,Web,Completed
O-104048,2024-01-19,2024-01-27,KwaZulu-Natal,Normal,Web,Completed
O-104049,2024-01-11,2024-01-16,Free State,Express,Mobile,Completed
O-104050,2024-01-28,2024-02-03,Limpopo,Normal,Mobile,Completed
O-104051,2024-01-21,2024-01-29,Western Cape,Express,Web,Completed
O-104052,2024-01-11,2024-01-15,Limpopo,Normal,Mobile,Completed
O-104053,2024-01-21,2024-01-24,KwaZulu-Natal,Express,Mobile,Completed
O-104054,2024-01-21,2024-01-27,Gauteng,Express,Mobile,Completed
O-104055,2024-03-03,2024-03-12,Mpumalanga,Normal,Mobile,Completed
O-104056,2024-03-09,2024-03-14,Limpopo,Normal,Web,Completed
O-104057,2024-02-10,2024-02-14,Gauteng,Normal,Mobile,Completed
O-104058,2024-04-21,2024-04-30,Free State,Express,Web,Completed
O-104059,2024-01-29,2024-02-05,KwaZulu-Natal,Normal,Web,Completed
O-104060,2024-04-15,2024-04-23,Gauteng,Normal,Web,Completed
O-104061,2024-02-02,2024-02-08,Free State,Normal,Web,Completed
O-104062,2024-02-05,2024-02-12,Limpopo,Normal,Web,Completed
O-104063,2024-04-22,2024-04-27,Free State,Normal,Mobile,Completed
O-104064,2024-04-23,2024-04-27,KwaZulu-Natal,Normal,Mobile,Completed
O-104065,2024-02-02,2024-02-08,Gauteng,Express,Mobile,Completed
O-104066,2024-01-09,2024-01-15,Mpumalanga,Normal,Web,Completed
O-104067,2024-04-17,2024-04-25,KwaZulu-Natal,Normal,Mobile,Completed
O-104068,2024-03-08,2024-03-17,Free State,Normal,Web,Completed
O-104069,2024-03-11,2024-03-17,Mpumalanga,Normal,Web,Completed
O-104070,2024-03-05,2024-03-11,Western Cape,Normal,Web,Completed
O-104071,2024-03-10,2024-03-17,Western Cape,Normal,Web,Completed
O-104072,2024-02-26,2024-03-04,Free State,Normal,Mobile,Completed
O-104073,2024-01-01,2024-01-06,Western Cape,Express,Web,Completed
O-104074,2024-03-10,2024-03-19,Free State,Normal,Mobile,Completed
O-104075,2024-04-08,2024-04-15,Gauteng,Normal,Web,Completed
O-104076,2024-03-19,2024-03-25,Gauteng,Normal,Web,Completed
O-104077,2024-04-23,2024-04-26,KwaZulu-Natal,Express,Web,Completed
O-104078,2024-01-28,2024-02-03,KwaZulu-Natal,Express,Mobile,Completed
O-104079,2024-01-06,2024-01-10,Free State,Normal,Web,Completed
O-104080,2024-01-21,2024-01-29,Mpumalanga,Normal,Mobile,Completed
O-104081,2024-03-14,2024-03-20,Western Cape,Normal,Mobile,Completed
O-104082,2024-03-14,2024-03-21,Mpumalanga,Express,Mobile,Completed
O-104083,2024-02-24,2024-03-02,Limpopo,Normal,Web,Completed
O-104084,2024-04-12,2024-04-19,Mpumalanga,Express,Web,Completed
O-104085,2024-01-26,2024-02-03,Limpopo,Normal,Mobile,Completed
O-104086,2024-01-07,2024-01-14,KwaZulu-Natal,Normal,Mobile,Completed
O-104087,2024-01-08,2024-01-15,Gauteng,Normal,Mobile,Completed
O-104088,2024-02-11,2024-02-17,Free State,Normal,Web,Completed
O-104089,2024-02-19,2024-02-27,Mpumalanga,Normal,Web,Completed
O-104090,2024-02-28,2024-03-07,Free State,Normal,Web,Completed
O-104091,2024-02-17,2024-02-24,Gauteng,Normal,Web,Completed
O-104092,2024-03-17,2024-03-23,Gauteng,Normal,Web,Completed
O-104093,2024-01-28,2024-02-06,Free State,Express,Web,Completed
O-104094,2024-02-15,2024-02-22,Limpopo,Normal,Web,Completed
O-104095,2024-02-10,2024-02-18,Gauteng,Normal,Mobile,Completed
O-104096,2024-03-24,2024-03-30,Mpumalanga,Normal,Mobile,Completed
O-104097,2024-02-27,2024-03-05,Free State,Normal,Mobile,Completed
O-104098,2024-03-13,2024-03-16,Western Cape,Normal,Web,Completed
O-104099,2024-04-13,2024-04-19,Western Cape,Normal,Mobile,Completed
O-104100,2024-01-16,2024-01-20,Limpopo,Express,Web,Completed
O-104101,2024-01-16,2024-01-21,Western Cape,Express,Web,Completed
O-104102,2024-02-07,2024-02-13,Limpopo,Normal,Web,Completed
O-104103,2024-02-20,2024-02-26,KwaZulu-Natal,Normal,Web,Completed
O-104104,2024-02-10,2024-02-15,Limpopo,Normal,Web,Completed
O-104105,2024-04-28,2024-05-05,Gauteng,Normal,Web,Completed
O-104106,2024-01-09,2024-01-18,Limpopo,Normal,Web,Completed
O-104107,2024-03-13,2024-03-22,Gauteng,Normal,Mobile,Completed
O-104108,2024-04-28,2024-05-04,Mpumalanga,Normal,Mobile,Completed
O-104109,2024-02-14,2024-02-22,KwaZulu-Natal,Normal,Web,Completed
O-104110,2024-02-26,2024-03-04,Gauteng,Normal,Mobile,Completed
O-104111,2024-04-22,2024-04-29,Western Cape,Express,Web,Completed
O-104112,2024-03-02,2024-03-10,Mpumalanga,Express,Mobile,Completed
O-104113,2024-02-24,2024-03-01,KwaZulu-Natal,Express,Web,Completed
O-104114,2024-02-07,2024-02-12,KwaZulu-Natal,Normal,Mobile,Completed
O-104115,2024-02-19,2024-02-29,Gauteng,Express,Mobile,Completed
O-104116,2024-02-22,2024-02-27,Limpopo,Express,Web,Completed
O-104117,2024-03-03,2024-03-11,Western Cape,Normal,Mobile,Completed
O-104118,2024-03-11,2024-03-19,Mpumalanga,Normal,Mobile,Completed
O-104119,2024-01-02,2024-01-08,Mpumalanga,Normal,Mobile,Completed
O-104120,2024-03-10,2024-03-16,Limpopo,Express,Web,Completed
O-104121,2024-04-19,2024-04-25,Gauteng,Normal,Web,Completed
O-104122,2024-01-29,2024-02-04,Western Cape,Express,Web,Completed
O-104123,2024-03-20,2024-03-23,Gauteng,Express,Mobile,Completed
O-104124,2024-01-19,2024-01-25,Gauteng,Express,Web,Completed
O-104125,2024-01-17,2024-01-22,Western Cape,Express,Mobile,Completed
O-104126,2024-02-29,2024-03-06,Limpopo,Normal,Web,Completed
O-104127,2024-02-23,2024-02-29,Free State,Normal,Mobile,Completed
O-104128,2024-03-27,2024-04-04,Western Cape,Normal,Web,Completed
O-104129,2024-04-13,2024-04-17,KwaZulu-Natal,Express,Mobile,Completed
O-104130,2024-03-16,2024-03-24,Mpumalanga,Normal,Mobile,Completed
O-104131,2024-01-18,2024-01-22,Gauteng,Express,Web,Completed
O-104132,2024-03-29,2024-04-03,Mpumalanga,Express,Mobile,Completed
O-104133,2024-04-07,2024-04-14,KwaZulu-Natal,Normal,Web,Completed
O-104134,2024-01-02,2024-01-06,KwaZulu-Natal,Normal,Web,Completed
O-104135,2024-01-02,2024-01-06,Western Cape,Normal,Mobile,Completed
O-104136,2024-01-02,2024-01-09,Western Cape,Normal,Web,Completed
O-104137,2024-01-10,2024-01-16,Limpopo,Normal,Mobile,Completed
O-104138,2024-04-04,2024-04-11,Gauteng,Normal,Web,Completed
O-104139,2024-04-29,2024-05-05,Gauteng,Normal,Web,Completed
O-104140,2024-03-22,2024-03-29,Gauteng,Normal,Mobile,Completed
O-104141,2024-03-14,2024-03-21,Mpumalanga,Normal,Web,Completed
O-104142,2024-04-08,2024-04-14,Western Cape,Normal,Mobile,Completed
O-104143,2024-04-18,2024-04-23,Gauteng,Normal,Web,Completed
O-104144,2024-02-23,2024-02-29,Free State,Express,Mobile,Completed
O-104145,2024-04-01,2024-04-08,Mpumalanga,Normal,Web,Completed
O-104146,2024-01-01,2024-01-06,Gauteng,Express,Web,Completed
O-104147,2024-03-03,2024-03-11,Free State,Normal,Mobile,Completed
O-104148,2024-03-22,2024-03-28,Limpopo,Normal,Mobile,Completed
O-104149,2024-03-05,2024-03-15,KwaZulu-Natal,Normal,Mobile,Completed
O-104150,2024-03-22,2024-03-27,KwaZulu-Natal,Normal,Mobile,Completed
O-104151,2024-01-01,2024-01-08,KwaZulu-Natal,Normal,Mobile,Completed
O-104152,2024-03-12,2024-03-19,KwaZulu-Natal,Normal,Mobile,Completed
O-104153,2024-03-20,2024-03-27,KwaZulu-Natal,Normal,Web,Completed
O-104154,2024-02-20,2024-02-26,Limpopo,Normal,Web,Completed
O-104155,2024-01-09,2024-01-19,Western Cape,Express,Mobile,Completed
O-104156,2024-01-25,2024-02-06,Gauteng,Normal,Web,Completed
O-104157,2024-03-20,2024-03-26,Free State,Normal,Mobile,Completed
O-104158,2024-02-01,2024-02-07,Western Cape,Normal,Web,Completed
O-104159,2024-02-25,2024-03-02,Limpopo,Express,Web,Completed
O-104160,2024-03-16,2024-03-25,Free State,Normal,Mobile,Completed
O-104161,2024-02-17,2024-02-23,Western Cape,Express,Mobile,Completed
O-104162,2024-01-21,2024-01-26,KwaZulu-Natal,Normal,Mobile,Completed
O-104163,2024-02-17,2024-02-23,Mpumalanga,Normal,Mobile,Completed
O-104164,2024-01-19,2024-01-23,KwaZulu-Natal,Normal,Web,Completed
O-104165,2024-02-16,2024-02-28,Mpumalanga,Normal,Mobile,Completed
O-104166,2024-01-08,2024-01-15,Gauteng,Normal,Mobile,Completed
O-104167,2024-02-12,2024-02-18,Mpumalanga,Normal,Mobile,Completed
O-104168,2024-02-26,2024-03-07,Gauteng,Normal,Web,Completed
O-104169,2024-03-24,2024-03-31,Free State,Normal,Web,Completed
O-104170,2024-02-03,2024-02-09,Free State,Normal,Web,Completed
O-104171,2024-04-23,2024-04-30,KwaZulu-Natal,Normal,Web,Completed
O-104172,2024-01-02,2024-01-08,Limpopo,Normal,Mobile,Completed
O-104173,2024-04-09,2024-04-16,KwaZulu-Natal,Normal,Web,Completed
O-104174,2024-01-27,2024-02-03,Gauteng,Normal,Web,Completed
O-104175,2024-03-28,2024-04-03,Mpumalanga,Normal,Web,Completed
O-104176,2024-01-08,2024-01-18,Limpopo,Normal,Mobile,Completed
O-104177,2024-03-29,2024-04-06,Limpopo,Normal,Mobile,Completed
