shipment_id,order_id,warehouse,carrier,ship_date,expedite_flag
S-5048,O-103830,WH-JHB,FastTrack,2024-04-16,0
S-5049,O-103831,WH-JHB,QuickShip,2024-02-12,0
S-5050,O-103832,WH-JHB,EconoMove,2024-01-20,1
S-5051,O-103833,WH-JHB,EconoMove,2024-03-12,0
S-5052,O-103834,WH-DBN,QuickShip,2024-03-10,0
S-5053,O-103834,WH-DBN,QuickShip,2024-03-10,0
S-5054,O-103835,WH-CPT,EconoMove,2024-03-05,0
S-5055,O-103836,WH-CPT,FastTrack,2024-03-23,0
S-5056,O-103837,WH-CPT,FastTrack,2024-02-17,0
S-5057,O-103837,WH-CPT,FastTrack,2024-02-17,0
S-5058,O-103838,WH-JHB,FastTrack,2024-03-24,0
S-5059,O-103839,WH-DBN,EconoMove,2024-01-06,1
S-5060,O-103840,WH-JHB,EconoMove,2024-01-17,0
S-5061,O-103841,WH-DBN,QuickShip,2024-04-09,0
S-5062,O-103842,WH-DBN,QuickShip,2024-04-20,0
S-5063,O-103843,WH-DBN,EconoMove,2024-02-07,0
S-5064,O-103844,WH-JHB,QuickShip,2024-04-15,0
S-5065,O-103844,WH-JHB,QuickShip,2024-04-15,0
S-5066,O-103845,WH-DBN,QuickShip,2024-04-01,0
S-5067,O-103846,WH-DBN,FastTrack,2024-01-22,0
S-5068,O-103847,WH-DBN,EconoMove,2024-01-26,0
S-5069,O-103848,WH-CPT,QuickShip,2024-01-11,0
S-5070,O-103849,WH-DBN,FastTrack,2024-01-14,0
S-5071,O-103850,WH-CPT,QuickShip,2024-03-11,0
S-5072,O-103851,WH-CPT,QuickShip,2024-04-28,0
S-5073,O-103851,WH-CPT,QuickShip,2024-04-28,0
S-5074,O-103852,WH-CPT,FastTrack,2024-04-16,0
S-5075,O-103853,WH-JHB,QuickShip,2024-01-15,0
S-5076,O-103853,WH-JHB,QuickShip,2024-01-15,0
S-5077,O-103854,WH-JHB,QuickShip,2024-01-09,0
S-5078,O-103855,WH-DBN,FastTrack,2024-03-19,1
S-5079,O-103856,WH-JHB,FastTrack,2024-01-30,0
S-5080,O-103857,WH-DBN,EconoMove,2024-01-16,0
S-5081,O-103857,WH-DBN,EconoMove,2024-01-16,0
S-5082,O-103858,WH-JHB,QuickShip,2024-04-24,0
S-5083,O-103859,WH-CPT,EconoMove,2024-01-05,0
S-5084,O-103860,WH-DBN,QuickShip,2024-03-17,0
S-5085,O-103860,WH-DBN,QuickShip,2024-03-17,0
S-5086,O-103861,WH-CPT,QuickShip,2024-02-19,0
S-5087,O-103862,WH-DBN,EconoMove,2024-04-06,0
S-5088,O-103862,WH-DBN,EconoMove,2024-04-06,0
S-5089,O-103863,WH-JHB,QuickShip,2024-04-07,0
S-5090,O-103863,WH-JHB,QuickShip,2024-04-07,0
S-5091,O-103864,WH-CPT,EconoMove,2024-01-09,0
S-5092,O-103865,WH-CPT,FastTrack,2024-04-21,0
S-5093,O-103866,WH-CPT,FastTrack,2024-01-14,0
S-5094,O-103867,WH-JHB,QuickShip,2024-01-14,0
S-5095,O-103867,WH-JHB,QuickShip,2024-01-14,0
S-5096,O-103868,WH-CPT,FastTrack,2024-02-20,1
S-5097,O-103869,WH-DBN,QuickShip,2024-04-24,0
S-5098,O-103870,WH-DBN,QuickShip,2024-05-01,0
S-5099,O-103871,WH-DBN,QuickShip,2024-03-02,1
S-5100,O-103872,WH-JHB,FastTrack,2024-04-07,0
S-5101,O-103872,WH-JHB,FastTrack,2024-04-07,0
S-5102,O-103873,WH-JHB,QuickShip,2024-02-29,0
S-5103,O-103874,WH-DBN,QuickShip,2024-02-02,0
S-5104,O-103875,WH-DBN,EconoMove,2024-04-21,0
S-5105,O-103876,WH-DBN,FastTrack,2024-02-23,0
S-5106,O-103876,WH-DBN,FastTrack,2024-02-23,0
S-5107,O-103877,WH-CPT,FastTrack,2024-03-13,0
S-5108,O-103878,WH-CPT,QuickShip,2024-02-01,0
S-5109,O-103879,WH-JHB,FastTrack,2024-03-14,0
S-5110,O-103880,WH-JHB,EconoMove,2024-04-14,0
S-5111,O-103880,WH-JHB,EconoMove,2024-04-14,0
S-5112,O-103881,WH-JHB,QuickShip,2024-01-13,0
S-5113,O-103881,WH-JHB,QuickShip,2024-01-13,0
S-5114,O-103882,WH-JHB,QuickShip,2024-01-24,0
S-5115,O-103883,WH-CPT,FastTrack,2024-01-27,0
S-5116,O-103883,WH-CPT,FastTrack,2024-01-27,0
S-5117,O-103884,WH-CPT,QuickShip,2024-01-13,0
S-5118,O-103884,WH-CPT,QuickShip,2024-01-13,0
S-5119,O-103885,WH-CPT,QuickShip,2024-01-13,1
S-5120,O-103886,WH-JHB,EconoMove,2024-01-22,0
S-5121,O-103887,WH-DBN,QuickShip,2024-03-22,0
S-5122,O-103888,WH-JHB,FastTrack,2024-04-29,0
S-5123,O-103889,WH-DBN,QuickShip,2024-04-30,0
S-5124,O-103890,WH-CPT,EconoMove,2024-03-22,0
S-5125,O-103890,WH-CPT,EconoMove,2024-03-22,0
S-5126,O-103891,WH-DBN,FastTrack,2024-04-16,1
S-5127,O-103892,WH-DBN,FastTrack,2024-04-19,0
S-5128,O-103893,WH-CPT,EconoMove,2024-02-23,0
S-5129,O-103893,WH-CPT,EconoMove,2024-02-23,0
S-5130,O-103894,WH-CPT,FastTrack,2024-04-16,0
S-5131,O-103895,WH-CPT,FastTrack,2024-03-13,1
S-5132,O-103896,WH-CPT,FastTrack,2024-02-08,1
S-5133,O-103897,WH-DBN,FastTrack,2024-03-04,0
S-5134,O-103898,WH-DBN,QuickShip,2024-01-10,0
S-5135,O-103899,WH-DBN,QuickShip,2024-01-18,0
S-5136,O-103899,WH-DBN,QuickShip,2024-01-18,0
S-5137,O-103900,WH-JHB,QuickShip,2024-02-26,0
S-5138,O-103901,WH-CPT,FastTrack,2024-03-11,0
S-5139,O-103902,WH-JHB,FastTrack,2024-03-16,0
S-5140,O-103903,WH-CPT,QuickShip,2024-04-09,1
S-5141,O-103904,WH-CPT,EconoMove,2024-04-08,0
S-5142,O-103905,WH-DBN,FastTrack,2024-02-16,0
S-5143,O-103906,WH-JHB,FastTrack,2024-04-23,1
S-5144,O-103907,WH-DBN,FastTrack,2024-03-08,0
S-5145,O-103908,WH-CPT,QuickShip,2024-04-29,0
S-5146,O-103909,WH-CPT,EconoMove,2024-04-19,0
S-5147,O-103910,WH-CPT,QuickShip,2024-04-23,0
S-5148,O-103911,WH-JHB,QuickShip,2024-01-11,0
S-5149,O-103912,WH-JHB,QuickShip,2024-03-10,0
S-5150,O-103912,WH-JHB,QuickShip,2024-03-10,0
S-5151,O-103913,WH-JHB,QuickShip,2024-04-11,0
S-5152,O-103914,WH-CPT,QuickShip,2024-02-26,0
S-5153,O-103915,WH-CPT,EconoMove,2024-04-09,0
S-5154,O-103915,WH-CPT,EconoMove,2024-04-09,0
S-5155,O-103916,WH-DBN,QuickShip,2024-04-22,0
S-5156,O-103917,WH-CPT,EconoMove,2024-03-06,0
S-5157,O-103918,WH-JHB,QuickShip,2024-01-29,0
S-5158,O-103919,WH-JHB,EconoMove,2024-01-03,0
S-5159,O-103920,WH-CPT,EconoMove,2024-02-03,0
S-5160,O-103920,WH-CPT,EconoMove,2024-02-03,0
S-5161,O-103921,WH-JHB,QuickShip,2024-02-12,0
S-5162,O-103922,WH-CPT,FastTrack,2024-02-22,0
S-5163,O-103923,WH-CPT,QuickShip,2024-03-15,0
S-5164,O-103923,WH-CPT,QuickShip,2024-03-15,0
S-5165,O-103924,WH-CPT,EconoMove,2024-03-09,1
S-5166,O-103924,WH-CPT,EconoMove,2024-03-09,1
S-5167,O-103925,WH-DBN,QuickShip,2024-03-18,0
S-5168,O-103926,WH-JHB,FastTrack,2024-03-27,0
S-5169,O-103926,WH-JHB,FastTrack,2024-03-27,0
S-5170,O-103927,WH-CPT,EconoMove,2024-03-25,0
S-5171,O-103928,WH-JHB,QuickShip,2024-02-15,0
S-5172,O-103929,WH-CPT,EconoMove,2024-03-01,1
S-5173,O-103929,WH-CPT,EconoMove,2024-03-01,1
S-5174,O-103930,WH-DBN,QuickShip,2024-03-06,0
S-5175,O-103931,WH-DBN,EconoMove,2024-05-03,0
S-5176,O-103932,WH-JHB,QuickShip,2024-02-23,0
S-5177,O-103933,WH-JHB,EconoMove,2024-01-31,0
S-5178,O-103934,WH-CPT,QuickShip,2024-04-21,1
S-5179,O-103935,WH-JHB,EconoMove,2024-04-09,0
S-5180,O-103935,WH-JHB,EconoMove,2024-04-09,0
S-5181,O-103936,WH-JHB,EconoMove,2024-03-01,0
S-5182,O-103937,WH-JHB,EconoMove,2024-02-19,0
S-5183,O-103938,WH-CPT,QuickShip,2024-01-06,0
S-5184,O-103939,WH-CPT,QuickShip,2024-03-24,0
S-5185,O-103939,WH-CPT,QuickShip,2024-03-24,0
S-5186,O-103940,WH-DBN,FastTrack,2024-01-12,0
S-5187,O-103940,WH-DBN,FastTrack,2024-01-12,0
S-5188,O-103941,WH-JHB,EconoMove,2024-03-12,0
S-5189,O-103942,WH-CPT,QuickShip,2024-03-22,0
S-5190,O-103942,WH-CPT,QuickShip,2024-03-22,0
S-5191,O-103943,WH-DBN,EconoMove,2024-02-03,1
S-5192,O-103943,WH-DBN,EconoMove,2024-02-03,1
S-5193,O-103944,WH-CPT,FastTrack,2024-03-15,1
S-5194,O-103944,WH-CPT,FastTrack,2024-03-15,1
S-5195,O-103945,WH-DBN,QuickShip,2024-04-29,0
S-5196,O-103945,WH-DBN,QuickShip,2024-04-29,0
S-5197,O-103946,WH-CPT,EconoMove,2024-03-20,0
S-5198,O-103946,WH-CPT,EconoMove,2024-03-20,0
S-5199,O-103947,WH-CPT,QuickShip,2024-02-03,0
S-5200,O-103948,WH-DBN,QuickShip,2024-01-31,0
S-5201,O-103948,WH-DBN,QuickShip,2024-01-31,0
S-5202,O-103949,WH-CPT,QuickShip,2024-04-03,0
S-5203,O-103950,WH-CPT,QuickShip,2024-04-10,0
S-5204,O-103951,WH-DBN,FastTrack,2024-02-21,0
S-5205,O-103952,WH-JHB,FastTrack,2024-03-25,0
S-5206,O-103953,WH-CPT,FastTrack,2024-01-25,1
S-5207,O-103953,WH-CPT,FastTrack,2024-01-25,1
S-5208,O-103954,WH-DBN,QuickShip,2024-03-08,0
S-5209,O-103955,WH-CPT,FastTrack,2024-04-23,0
S-5210,O-103956,WH-DBN,EconoMove,2024-03-12,0
S-5211,O-103956,WH-DBN,EconoMove,2024-03-12,0
S-5212,O-103957,WH-JHB,QuickShip,2024-04-04,0
S-5213,O-103957,WH-JHB,QuickShip,2024-04-04,0
S-5214,O-103958,WH-DBN,FastTrack,2024-02-29,0
S-5215,O-103959,WH-JHB,EconoMove,2024-01-31,1
S-5216,O-103960,WH-DBN,QuickShip,2024-01-18,0
S-5217,O-103960,WH-DBN,QuickShip,2024-01-18,0
S-5218,O-103961,WH-DBN,FastTrack,2024-04-22,0
S-5219,O-103962,WH-JHB,QuickShip,2024-03-23,0
S-5220,O-103963,WH-DBN,FastTrack,2024-04-19,0
S-5221,O-103963,WH-DBN,FastTrack,2024-04-19,0
S-5222,O-103964,WH-JHB,EconoMove,2024-03-04,0
S-5223,O-103964,WH-JHB,EconoMove,2024-03-04,0
S-5224,O-103965,WH-CPT,QuickShip,2024-04-05,0
S-5225,O-103965,WH-CPT,QuickShip,2024-04-05,0
S-5226,O-103966,WH-DBN,EconoMove,2024-01-15,0
S-5227,O-103967,WH-JHB,QuickShip,2024-02-10,1
S-5228,O-103967,WH-JHB,QuickShip,2024-02-10,1
S-5229,O-103968,WH-DBN,QuickShip,2024-02-06,0
S-5230,O-103969,WH-DBN,QuickShip,2024-04-22,0
S-5231,O-103969,WH-DBN,QuickShip,2024-04-22,0
S-5232,O-103970,WH-CPT,QuickShip,2024-01-30,0
S-5233,O-103971,WH-JHB,FastTrack,2024-02-08,0
S-5234,O-103972,WH-JHB,QuickShip,2024-02-23,1
S-5235,O-103973,WH-CPT,FastTrack,2024-03-17,0
S-5236,O-103974,WH-CPT,QuickShip,2024-03-30,1
S-5237,O-103975,WH-JHB,EconoMove,2024-02-16,0
S-5238,O-103975,WH-JHB,EconoMove,2024-02-16,0
S-5239,O-103976,WH-JHB,QuickShip,2024-03-14,0
S-5240,O-103977,WH-JHB,EconoMove,2024-04-19,0
S-5241,O-103977,WH-JHB,EconoMove,2024-04-19,0
S-5242,O-103978,WH-JHB,FastTrack,2024-03-28,0
S-5243,O-103978,WH-JHB,FastTrack,2024-03-28,0
S-5244,O-103979,WH-DBN,EconoMove,2024-02-27,1
S-5245,O-103980,WH-CPT,QuickShip,2024-02-08,0
S-5246,O-103981,WH-CPT,FastTrack,2024-02-20,0
S-5247,O-103982,WH-DBN,FastTrack,2024-04-21,0
S-5248,O-103983,WH-DBN,EconoMove,2024-03-24,0
S-5249,O-103984,WH-DBN,FastTrack,2024-04-06,0
S-5250,O-103984,WH-DBN,FastTrack,2024-04-06,0
S-5251,O-103985,WH-CPT,FastTrack,2024-03-10,0
S-5252,O-103985,WH-CPT,FastTrack,2024-03-10,0
S-5253,O-103986,WH-JHB,QuickShip,2024-04-07,1
S-5254,O-103986,WH-JHB,QuickShip,2024-04-07,1
S-5255,O-103987,WH-JHB,QuickShip,2024-04-16,0
S-5256,O-103988,WH-JHB,FastTrack,2024-01-17,1
S-5257,O-103989,WH-DBN,QuickShip,2024-03-30,0
S-5258,O-103990,WH-DBN,QuickShip,2024-05-01,0
S-5259,O-103990,WH-DBN,QuickShip,2024-05-01,0
S-5260,O-103991,WH-CPT,QuickShip,2024-02-21,1
S-5261,O-103992,WH-JHB,FastTrack,2024-01-17,0
S-5262,O-103993,WH-CPT,QuickShip,2024-01-02,0
S-5263,O-103994,WH-DBN,QuickShip,2024-04-04,0
S-5264,O-103995,WH-DBN,QuickShip,2024-03-17,0
S-5265,O-103996,WH-JHB,FastTrack,2024-02-24,0
S-5266,O-103997,WH-DBN,FastTrack,2024-01-16,0
S-5267,O-103998,WH-JHB,QuickShip,2024-02-07,0
S-5268,O-103999,WH-JHB,FastTrack,2024-01-19,0
S-5269,O-103999,WH-JHB,FastTrack,2024-01-19,0
S-5270,O-104000,WH-CPT,FastTrack,2024-04-23,0
S-5271,O-104001,WH-JHB,QuickShip,2024-04-28,0
S-5272,O-104002,WH-JHB,EconoMove,2024-02-02,0
S-5273,O-104002,WH-JHB,EconoMove,2024-02-02,0
S-5274,O-104003,WH-CPT,FastTrack,2024-03-29,0
S-5275,O-104004,WH-JHB,FastTrack,2024-01-27,0
S-5276,O-104005,WH-JHB,QuickShip,2024-03-05,0
S-5277,O-104006,WH-CPT,QuickShip,2024-02-09,0
S-5278,O-104007,WH-JHB,QuickShip,2024-03-27,0
S-5279,O-104008,WH-JHB,QuickShip,2024-03-16,0
S-5280,O-104009,WH-JHB,QuickShip,2024-04-11,1
S-5281,O-104010,WH-CPT,EconoMove,2024-04-24,0
S-5282,O-104011,WH-JHB,FastTrack,2024-02-04,0
S-5283,O-104012,WH-JHB,EconoMove,2024-04-09,0
S-5284,O-104013,WH-DBN,FastTrack,2024-01-25,0
S-5285,O-104014,WH-JHB,EconoMove,2024-01-04,0
S-5286,O-104014,WH-JHB,EconoMove,2024-01-04,0
S-5287,O-104015,WH-JHB,QuickShip,2024-03-31,0
S-5288,O-104016,WH-JHB,EconoMove,2024-01-14,0
S-5289,O-104017,WH-DBN,QuickShip,2024-03-12,0
S-5290,O-104018,WH-CPT,QuickShip,2024-04-26,0
S-5291,O-104019,WH-JHB,EconoMove,2024-04-06,0
S-5292,O-104020,WH-DBN,QuickShip,2024-03-04,0
S-5293,O-104021,WH-CPT,EconoMove,2024-01-19,0
S-5294,O-104022,WH-CPT,EconoMove,2024-03-25,0
S-5295,O-104023,WH-JHB,EconoMove,2024-02-05,0
S-5296,O-104024,WH-JHB,FastTrack,2024-04-28,0
S-5297,O-104024,WH-JHB,FastTrack,2024-04-28,0
S-5298,O-104025,WH-CPT,FastTrack,2024-03-29,0
S-5299,O-104026,WH-JHB,FastTrack,2024-01-08,0
S-5300,O-104026,WH-JHB,FastTrack,2024-01-08,0
S-5301,O-104027,WH-CPT,QuickShip,2024-01-20,1
S-5302,O-104027,WH-CPT,QuickShip,2024-01-20,1
S-5303,O-104028,WH-DBN,EconoMove,2024-01-31,0
S-5304,O-104028,WH-DBN,EconoMove,2024-01-31,0
S-5305,O-104029,WH-CPT,EconoMove,2024-01-04,1
S-5306,O-104030,WH-DBN,QuickShip,2024-03-16,0
S-5307,O-104031,WH-JHB,FastTrack,2024-02-02,0
S-5308,O-104032,WH-CPT,FastTrack,2024-04-29,0
S-5309,O-104033,WH-CPT,EconoMove,2024-01-13,0
S-5310,O-104034,WH-DBN,FastTrack,2024-02-25,0
S-5311,O-104034,WH-DBN,FastTrack,2024-02-25,0
S-5312,O-104035,WH-CPT,QuickShip,2024-04-05,0
S-5313,O-104035,WH-CPT,QuickShip,2024-04-05,0
S-5314,O-104036,WH-CPT,EconoMove,2024-03-16,0
S-5315,O-104037,WH-JHB,EconoMove,2024-01-16,1
S-5316,O-104038,WH-JHB,QuickShip,2024-04-06,0
S-5317,O-104039,WH-JHB,EconoMove,2024-02-11,1
S-5318,O-104040,WH-CPT,EconoMove,2024-02-15,0
S-5319,O-104041,WH-JHB,FastTrack,2024-01-17,0
S-5320,O-104041,WH-JHB,FastTrack,2024-01-17,0
S-5321,O-104042,WH-DBN,FastTrack,2024-04-23,0
S-5322,O-104043,WH-JHB,FastTrack,2024-02-09,0
S-5323,O-104044,WH-JHB,EconoMove,2024-02-15,0
S-5324,O-104044,WH-JHB,EconoMove,2024-02-15,0
S-5325,O-104045,WH-CPT,FastTrack,2024-01-12,0
S-5326,O-104046,WH-DBN,QuickShip,2024-03-26,0
S-5327,O-104047,WH-DBN,FastTrack,2024-02-17,0
S-5328,O-104048,WH-DBN,QuickShip,2024-01-23,0
S-5329,O-104048,WH-DBN,QuickShip,2024-01-23,0
S-5330,O-104049,WH-DBN,QuickShip,2024-01-14,0
S-5331,O-104050,WH-CPT,QuickShip,2024-01-29,0
S-5332,O-104051,WH-JHB,EconoMove,2024-01-23,0
S-5333,O-104052,WH-JHB,FastTrack,2024-01-13,0
S-5334,O-104053,WH-JHB,QuickShip,2024-01-21,0
S-5335,O-104054,WH-JHB,QuickShip,2024-01-21,0
S-5336,O-104054,WH-JHB,QuickShip,2024-01-21,0
S-5337,O-104055,WH-DBN,QuickShip,2024-03-06,0
S-5338,O-104056,WH-DBN,QuickShip,2024-03-12,0
S-5339,O-104057,WH-JHB,QuickShip,2024-02-10,0
S-5340,O-104057,WH-JHB,QuickShip,2024-02-10,0
S-5341,O-104058,WH-CPT,EconoMove,2024-04-23,0
S-5342,O-104059,WH-CPT,FastTrack,2024-01-30,1
S-5343,O-104060,WH-CPT,EconoMove,2024-04-17,0
S-5344,O-104061,WH-JHB,QuickShip,2024-02-04,0
S-5345,O-104062,WH-CPT,FastTrack,2024-02-06,0
S-5346,O-104063,WH-CPT,QuickShip,2024-04-23,0
S-5347,O-104064,WH-CPT,FastTrack,2024-04-23,1
S-5348,O-104064,WH-CPT,FastTrack,2024-04-23,1
S-5349,O-104065,WH-CPT,QuickShip,2024-02-03,0
S-5350,O-104065,WH-CPT,QuickShip,2024-02-03,0
S-5351,O-104066,WH-CPT,FastTrack,2024-01-11,1
S-5352,O-104067,WH-CPT,FastTrack,2024-04-20,0
S-5353,O-104067,WH-CPT,FastTrack,2024-04-20,0
S-5354,O-104068,WH-CPT,QuickShip,2024-03-09,0
S-5355,O-104069,WH-JHB,FastTrack,2024-03-12,0
S-5356,O-104070,WH-JHB,QuickShip,2024-03-07,0
S-5357,O-104071,WH-CPT,FastTrack,2024-03-12,0
S-5358,O-104072,WH-JHB,EconoMove,2024-02-26,0
S-5359,O-104072,WH-JHB,EconoMove,2024-02-26,0
S-5360,O-104073,WH-JHB,FastTrack,2024-01-02,0
S-5361,O-104074,WH-DBN,EconoMove,2024-03-11,0
S-5362,O-104075,WH-CPT,QuickShip,2024-04-09,0
S-5363,O-104075,WH-CPT,QuickShip,2024-04-09,0
S-5364,O-104076,WH-JHB,QuickShip,2024-03-19,0
S-5365,O-104077,WH-CPT,FastTrack,2024-04-25,1
S-5366,O-104077,WH-CPT,FastTrack,2024-04-25,1
S-5367,O-104078,WH-CPT,QuickShip,2024-01-28,1
S-5368,O-104078,WH-CPT,QuickShip,2024-01-28,1
S-5369,O-104079,WH-JHB,FastTrack,2024-01-08,0
S-5370,O-104080,WH-JHB,EconoMove,2024-01-22,0
S-5371,O-104081,WH-JHB,FastTrack,2024-03-15,0
S-5372,O-104081,WH-JHB,FastTrack,2024-03-15,0
S-5373,O-104082,WH-DBN,QuickShip,2024-03-15,0
S-5374,O-104083,WH-DBN,QuickShip,2024-02-28,0
S-5375,O-104084,WH-DBN,FastTrack,2024-04-14,0
S-5376,O-104084,WH-DBN,FastTrack,2024-04-14,0
S-5377,O-104085,WH-CPT,QuickShip,2024-01-28,0
S-5378,O-104085,WH-CPT,QuickShip,2024-01-28,0
S-5379,O-104086,WH-JHB,EconoMove,2024-01-09,0
S-5380,O-104087,WH-CPT,FastTrack,2024-01-09,1
S-5381,O-104087,WH-CPT,FastTrack,2024-01-09,1
S-5382,O-104088,WH-CPT,FastTrack,2024-02-14,0
S-5383,O-104089,WH-DBN,FastTrack,2024-02-22,1
S-5384,O-104090,WH-DBN,FastTrack,2024-03-02,0
S-5385,O-104090,WH-DBN,FastTrack,2024-03-02,0
S-5386,O-104091,WH-CPT,FastTrack,2024-02-19,0
S-5387,O-104092,WH-JHB,QuickShip,2024-03-19,0
S-5388,O-104093,WH-CPT,EconoMove,2024-01-31,0
S-5389,O-104094,WH-CPT,QuickShip,2024-02-18,0
S-5390,O-104095,WH-JHB,EconoMove,2024-02-12,0
S-5391,O-104096,WH-CPT,QuickShip,2024-03-26,0
S-5392,O-104097,WH-DBN,FastTrack,2024-02-28,0
S-5393,O-104097,WH-DBN,FastTrack,2024-02-28,0
S-5394,O-104098,WH-JHB,FastTrack,2024-03-15,0
S-5395,O-104099,WH-CPT,FastTrack,2024-04-15,0
S-5396,O-104100,WH-CPT,QuickShip,2024-01-17,1
S-5397,O-104100,WH-CPT,QuickShip,2024-01-17,1
S-5398,O-104101,WH-CPT,FastTrack,2024-01-19,0
S-5399,O-104102,WH-DBN,QuickShip,2024-02-09,0
S-5400,O-104102,WH-DBN,QuickShip,2024-02-09,0
S-5401,O-104103,WH-JHB,QuickShip,2024-02-20,1
S-5402,O-104103,WH-JHB,QuickShip,2024-02-20,1
S-5403,O-104104,WH-DBN,FastTrack,2024-02-13,1
S-5404,O-104105,WH-JHB,QuickShip,2024-04-30,0
S-5405,O-104105,WH-JHB,QuickShip,2024-04-30,0
S-5406,O-104106,WH-CPT,QuickShip,2024-01-10,0
S-5407,O-104107,WH-DBN,QuickShip,2024-03-16,0
S-5408,O-104107,WH-DBN,QuickShip,2024-03-16,0
S-5409,O-104108,WH-CPT,FastTrack,2024-04-29,0
S-5410,O-104109,WH-DBN,EconoMove,2024-02-18,0
S-5411,O-104110,WH-CPT,QuickShip,2024-02-29,0
S-5412,O-104111,WH-CPT,EconoMove,2024-04-23,1
S-5413,O-104111,WH-CPT,EconoMove,2024-04-23,1
S-5414,O-104112,WH-DBN,EconoMove,2024-03-06,0
S-5415,O-104113,WH-CPT,QuickShip,2024-02-25,0
S-5416,O-104114,WH-JHB,FastTrack,2024-02-09,0
S-5417,O-104114,WH-JHB,FastTrack,2024-02-09,0
S-5418,O-104115,WH-DBN,EconoMove,2024-02-23,0
S-5419,O-104116,WH-CPT,QuickShip,2024-02-23,0
S-5420,O-104117,WH-JHB,EconoMove,2024-03-03,0
S-5421,O-104118,WH-DBN,EconoMove,2024-03-14,0
S-5422,O-104119,WH-DBN,FastTrack,2024-01-04,1
S-5423,O-104120,WH-DBN,FastTrack,2024-03-11,0
S-5424,O-104120,WH-DBN,FastTrack,2024-03-11,0
S-5425,O-104121,WH-JHB,QuickShip,2024-04-20,0
S-5426,O-104122,WH-JHB,QuickShip,2024-01-30,0
S-5427,O-104122,WH-JHB,QuickShip,2024-01-30,0
S-5428,O-104123,WH-JHB,QuickShip,2024-03-21,1
S-5429,O-104123,WH-JHB,QuickShip,2024-03-21,1
S-5430,O-104124,WH-CPT,QuickShip,2024-01-21,0
S-5431,O-104125,WH-CPT,EconoMove,2024-01-20,0
S-5432,O-104126,WH-JHB,EconoMove,2024-03-02,0
S-5433,O-104127,WH-CPT,FastTrack,2024-02-24,0
S-5434,O-104128,WH-JHB,QuickShip,2024-03-28,0
S-5435,O-104129,WH-DBN,FastTrack,2024-04-17,0
S-5436,O-104130,WH-DBN,QuickShip,2024-03-17,0
S-5437,O-104131,WH-JHB,QuickShip,2024-01-19,0
S-5438,O-104132,WH-DBN,EconoMove,2024-04-01,0
S-5439,O-104133,WH-JHB,FastTrack,2024-04-07,0
S-5440,O-104133,WH-JHB,FastTrack,2024-04-07,0
S-5441,O-104134,WH-JHB,QuickShip,2024-01-04,0
S-5442,O-104135,WH-CPT,FastTrack,2024-01-04,0
S-5443,O-104135,WH-CPT,FastTrack,2024-01-04,0
S-5444,O-104136,WH-DBN,FastTrack,2024-01-05,0
S-5445,O-104137,WH-CPT,FastTrack,2024-01-11,0
S-5446,O-104138,WH-CPT,QuickShip,2024-04-07,0
S-5447,O-104139,WH-DBN,QuickShip,2024-05-02,0
S-5448,O-104140,WH-CPT,QuickShip,2024-03-23,0
S-5449,O-104140,WH-CPT,QuickShip,2024-03-23,0
S-5450,O-104141,WH-CPT,QuickShip,2024-03-15,0
S-5451,O-104142,WH-JHB,QuickShip,2024-04-08,0
S-5452,O-104142,WH-JHB,QuickShip,2024-04-08,0
S-5453,O-104143,WH-DBN,QuickShip,2024-04-19,0
S-5454,O-104143,WH-DBN,QuickShip,2024-04-19,0
S-5455,O-104144,WH-JHB,QuickShip,2024-02-23,1
S-5456,O-104145,WH-JHB,QuickShip,2024-04-03,0
S-5457,O-104146,WH-CPT,QuickShip,2024-01-02,0
S-5458,O-104146,WH-CPT,QuickShip,2024-01-02,0
S-5459,O-104147,WH-CPT,EconoMove,2024-03-05,0
S-5460,O-104147,WH-CPT,EconoMove,2024-03-05,0
S-5461,O-104148,WH-DBN,FastTrack,2024-03-24,0
S-5462,O-104149,WH-CPT,EconoMove,2024-03-07,0
S-5463,O-104150,WH-JHB,FastTrack,2024-03-24,0
S-5464,O-104151,WH-DBN,FastTrack,2024-01-03,0
S-5465,O-104152,WH-JHB,QuickShip,2024-03-13,0
S-5466,O-104153,WH-JHB,QuickShip,2024-03-22,0
S-5467,O-104154,WH-DBN,QuickShip,2024-02-21,1
S-5468,O-104155,WH-CPT,EconoMove,2024-01-11,1
S-5469,O-104156,WH-DBN,EconoMove,2024-01-28,0
S-5470,O-104157,WH-CPT,FastTrack,2024-03-22,0
S-5471,O-104158,WH-JHB,QuickShip,2024-02-02,0
S-5472,O-104158,WH-JHB,QuickShip,2024-02-02,0
S-5473,O-104159,WH-CPT,FastTrack,2024-02-27,0
S-5474,O-104160,WH-DBN,FastTrack,2024-03-20,0
S-5475,O-104161,WH-DBN,QuickShip,2024-02-20,1
S-5476,O-104161,WH-DBN,QuickShip,2024-02-20,1
S-5477,O-104162,WH-CPT,FastTrack,2024-01-22,0
S-5478,O-104162,WH-CPT,FastTrack,2024-01-22,0
S-5479,O-104163,WH-CPT,QuickShip,2024-02-18,0
S-5480,O-104163,WH-CPT,QuickShip,2024-02-18,0
S-5481,O-104164,WH-JHB,QuickShip,2024-01-19,0
S-5482,O-104165,WH-DBN,EconoMove,2024-02-18,0
S-5483,O-104165,WH-DBN,EconoMove,2024-02-18,0
