order_id,order_date,promised_delivery_date,customer_region,order_priority,order_channel,order_status,order_delivered_date,in_full_order_flag,any_damage_flag,any_return_flag,order_revenue,delivered_revenue,lost_revenue_est,lines_count,total_ordered_qty,total_delivered_qty,warehouse,carrier,on_time_flag,otif_flag,perfect_order_flag,warehouse_processing_days,order_cycle_days,order_day
O-103636,2024-02-16,2024-02-21,Limpopo,Express,Mobile,Completed,2024-02-20,1,0,0,1817.98,1817.98,0.0,2,2,2,WH-CPT,FastTrack,1,1,1,2,4,2024-02-16
O-103637,2024-04-11,2024-04-17,Western Cape,Normal,Mobile,Completed,2024-04-13,1,0,0,7734.58,7734.58,0.0,3,5,5,WH-JHB,FastTrack,1,1,1,0,2,2024-04-11
O-103638,2024-03-22,2024-03-26,KwaZulu-Natal,Normal,Web,Completed,2024-03-24,1,0,0,5380.049999999999,5380.049999999999,0.0,3,3,3,WH-DBN,FastTrack,1,1,1,1,2,2024-03-22
O-103639,2024-02-23,2024-03-01,Gauteng,Normal,Mobile,Completed,2024-02-28,1,0,0,6720.220000000001,6720.220000000001,0.0,2,4,4,WH-CPT,QuickShip,1,1,1,1,5,2024-02-23
O-103640,2024-01-16,2024-01-21,Limpopo,Normal,Mobile,Completed,2024-01-23,1,0,0,591.25,591.25,0.0,1,1,1,WH-CPT,QuickShip,0,0,0,3,7,2024-01-16
O-103641,2024-03-01,2024-03-06,Western Cape,Normal,Web,Completed,2024-03-06,1,0,0,9035.720000000001,9035.720000000001,0.0,3,6,6,WH-DBN,FastTrack,1,1,1,3,5,2024-03-01
O-103642,2024-02-11,2024-02-20,Free State,Normal,Mobile,Completed,2024-02-17,0,1,0,14078.6,13317.27,761.33,4,10,9,WH-JHB,EconoMove,1,0,0,1,6,2024-02-11
O-103643,2024-01-30,2024-02-06,KwaZulu-Natal,Normal,Web,Completed,2024-02-04,1,0,0,4925.04,4925.04,0.0,3,5,5,WH-CPT,QuickShip,1,1,1,3,5,2024-01-30
O-103644,2024-04-04,2024-04-11,Mpumalanga,Normal,Mobile,Completed,2024-04-08,1,0,0,9182.34,9182.34,0.0,3,6,6,WH-JHB,QuickShip,1,1,1,1,4,2024-04-04
O-103645,2024-02-07,2024-02-16,KwaZulu-Natal,Express,Web,Completed,2024-02-10,0,0,0,3825.25,2576.3,1248.95,2,3,2,WH-DBN,QuickShip,1,0,0,1,3,2024-02-07
O-103646,2024-03-22,2024-03-28,Limpopo,Normal,Mobile,Completed,2024-03-27,0,0,0,2144.84,563.69,1581.15,2,2,1,WH-CPT,QuickShip,1,0,0,3,5,2024-03-22
O-103647,2024-02-12,2024-02-17,KwaZulu-Natal,Normal,Web,Completed,2024-02-17,1,0,1,471.33,471.33,0.0,1,1,1,WH-JHB,QuickShip,1,1,0,2,5,2024-02-12
O-103648,2024-02-20,2024-02-25,KwaZulu-Natal,Normal,Web,Completed,2024-02-25,0,0,1,2588.86,1294.43,1294.43,1,2,1,WH-CPT,QuickShip,1,0,0,3,5,2024-02-20
O-103649,2024-03-27,2024-03-30,KwaZulu-Natal,Express,Web,Completed,2024-03-30,1,1,1,5401.48,5401.48,0.0,2,2,2,WH-JHB,FastTrack,1,1,0,1,3,2024-03-27
O-103650,2024-01-06,2024-01-10,Limpopo,Express,Mobile,Completed,2024-01-11,0,0,0,2006.86,1003.43,1003.43,1,2,1,WH-JHB,QuickShip,0,0,0,0,5,2024-01-06
O-103651,2024-03-16,2024-03-23,Gauteng,Normal,Web,Completed,2024-03-23,1,0,0,1990.67,1990.67,0.0,2,2,2,WH-CPT,QuickShip,1,1,1,3,7,2024-03-16
O-103652,2024-01-03,2024-01-08,Gauteng,Express,Mobile,Completed,2024-01-08,1,0,0,4840.85,4840.85,0.0,4,5,5,WH-JHB,EconoMove,1,1,1,1,5,2024-01-03
O-103653,2024-01-17,2024-01-22,Western Cape,Normal,Mobile,Completed,2024-01-20,1,0,0,6020.25,6020.25,0.0,2,5,5,WH-JHB,QuickShip,1,1,1,0,3,2024-01-17
O-103654,2024-02-04,2024-02-09,Limpopo,Express,Mobile,Completed,2024-02-11,1,0,0,993.39,993.39,0.0,1,1,1,WH-CPT,FastTrack,0,0,0,3,7,2024-02-04
O-103655,2024-02-19,2024-02-25,KwaZulu-Natal,Express,Mobile,Completed,2024-02-24,0,0,0,4271.14,2308.73,1962.41,2,3,2,WH-CPT,QuickShip,1,0,0,2,5,2024-02-19
O-103656,2024-03-29,2024-04-04,Western Cape,Normal,Mobile,Completed,2024-03-30,1,0,0,8754.189999999999,8754.189999999999,0.0,3,6,6,WH-JHB,QuickShip,1,1,1,0,1,2024-03-29
O-103657,2024-01-10,2024-01-15,Limpopo,Express,Mobile,Completed,2024-01-19,0,0,1,9530.48,7144.68,2385.8,4,7,6,WH-JHB,EconoMove,0,0,0,2,9,2024-01-10
O-103658,2024-04-28,2024-05-07,Western Cape,Express,Mobile,Completed,2024-05-06,1,0,0,6003.469999999999,6003.469999999999,0.0,4,9,9,WH-DBN,EconoMove,1,1,1,1,8,2024-04-28
O-103659,2024-04-25,2024-05-04,Limpopo,Normal,Web,Completed,2024-05-01,1,0,1,3160.6800000000003,3160.6800000000003,0.0,2,4,4,WH-CPT,EconoMove,1,1,0,1,6,2024-04-25
O-103660,2024-04-10,2024-04-20,Free State,Normal,Web,Completed,2024-04-13,0,0,0,2485.94,1677.34,808.6,4,5,4,WH-JHB,EconoMove,1,0,0,0,3,2024-04-10
O-103661,2024-01-09,2024-01-15,Western Cape,Normal,Mobile,Completed,2024-01-11,1,0,0,5764.0,5764.0,0.0,4,4,4,WH-JHB,QuickShip,1,1,1,0,2,2024-01-09
O-103662,2024-02-07,2024-02-16,Western Cape,Normal,Mobile,Completed,2024-02-13,0,0,0,10333.33,8762.369999999999,1570.96,3,7,6,WH-CPT,EconoMove,1,0,0,3,6,2024-02-07
O-103663,2024-01-16,2024-01-24,Free State,Normal,Mobile,Completed,2024-01-22,0,0,0,4192.09,3239.98,952.11,2,3,2,WH-JHB,EconoMove,1,0,0,2,6,2024-01-16
O-103664,2024-02-27,2024-03-04,Western Cape,Normal,Web,Completed,2024-03-01,1,0,0,7527.48,7527.48,0.0,3,5,5,WH-CPT,QuickShip,1,1,1,1,3,2024-02-27
O-103665,2024-02-16,2024-02-19,Free State,Express,Mobile,Completed,2024-02-18,1,0,0,2164.44,2164.44,0.0,1,1,1,WH-JHB,QuickShip,1,1,1,0,2,2024-02-16
O-103666,2024-03-04,2024-03-12,Limpopo,Normal,Mobile,Completed,2024-03-11,0,0,0,1557.44,1400.48,156.96,2,2,1,WH-DBN,QuickShip,1,0,0,3,7,2024-03-04
O-103667,2024-04-08,2024-04-16,Limpopo,Normal,Web,Completed,2024-04-11,0,0,0,1772.0300000000002,223.39,1548.64,2,2,1,WH-CPT,QuickShip,1,0,0,1,3,2024-04-08
O-103668,2024-02-02,2024-02-07,Limpopo,Normal,Mobile,Completed,2024-02-08,1,0,0,1978.84,1978.84,0.0,1,1,1,WH-JHB,QuickShip,0,0,0,2,6,2024-02-02
O-103669,2024-03-05,2024-03-13,Gauteng,Normal,Web,Completed,2024-03-12,1,0,0,19347.72,19347.72,0.0,4,7,7,WH-JHB,EconoMove,1,1,1,2,7,2024-03-05
O-103670,2024-03-23,2024-03-31,Western Cape,Normal,Web,Completed,2024-03-26,0,0,1,2686.56,2088.8199999999997,597.74,3,4,3,WH-CPT,FastTrack,1,0,0,2,3,2024-03-23
O-103671,2024-01-17,2024-01-23,Mpumalanga,Normal,Web,Completed,2024-01-21,1,0,0,5910.08,5910.08,0.0,3,4,4,WH-DBN,FastTrack,1,1,1,1,4,2024-01-17
O-103672,2024-02-27,2024-03-04,Western Cape,Normal,Web,Completed,2024-03-01,1,0,1,353.41,353.41,0.0,1,1,1,WH-DBN,FastTrack,1,1,0,1,3,2024-02-27
O-103673,2024-04-20,2024-04-26,KwaZulu-Natal,Normal,Mobile,Completed,2024-04-26,1,0,1,9986.18,9986.18,0.0,3,6,6,WH-DBN,QuickShip,1,1,0,2,6,2024-04-20
O-103674,2024-03-25,2024-03-31,Free State,Normal,Web,Completed,2024-03-28,1,0,1,12880.56,12880.56,0.0,4,8,8,WH-CPT,FastTrack,1,1,0,1,3,2024-03-25
O-103675,2024-02-03,2024-02-10,Limpopo,Normal,Mobile,Completed,2024-02-08,1,0,0,1895.74,1895.74,0.0,1,2,2,WH-CPT,QuickShip,1,1,1,1,5,2024-02-03
O-103676,2024-03-03,2024-03-12,Limpopo,Express,Web,Completed,2024-03-04,0,0,0,4819.63,4368.25,451.38,4,5,4,WH-CPT,EconoMove,1,0,0,0,1,2024-03-03
O-103677,2024-04-13,2024-04-22,Western Cape,Normal,Web,Completed,2024-04-24,1,0,0,5651.99,5651.99,0.0,4,4,4,WH-DBN,EconoMove,0,0,0,4,11,2024-04-13
O-103678,2024-03-16,2024-03-21,Mpumalanga,Normal,Web,Completed,2024-03-18,1,0,0,7909.1900000000005,7909.1900000000005,0.0,4,5,5,WH-JHB,FastTrack,1,1,1,0,2,2024-03-16
O-103679,2024-01-01,2024-01-06,KwaZulu-Natal,Normal,Web,Completed,2024-01-06,1,0,0,15072.11,15072.11,0.0,3,5,5,WH-CPT,QuickShip,1,1,1,2,5,2024-01-01
O-103680,2024-02-21,2024-02-29,Free State,Normal,Web,Completed,2024-02-25,1,0,0,4660.56,4660.56,0.0,1,2,2,WH-DBN,FastTrack,1,1,1,2,4,2024-02-21
O-103681,2024-04-08,2024-04-17,Limpopo,Normal,Web,Completed,2024-04-12,1,0,1,6433.6,6433.6,0.0,4,8,8,WH-CPT,QuickShip,1,1,0,2,4,2024-04-08
O-103682,2024-01-08,2024-01-17,Free State,Normal,Web,Completed,2024-01-15,1,0,0,2431.18,2431.18,0.0,1,1,1,WH-DBN,EconoMove,1,1,1,2,7,2024-01-08
O-103683,2024-02-07,2024-02-12,Free State,Normal,Web,Completed,2024-02-10,1,0,0,6128.15,6128.15,0.0,2,4,4,WH-JHB,FastTrack,1,1,1,1,3,2024-02-07
O-103684,2024-04-02,2024-04-05,Mpumalanga,Express,Web,Completed,2024-04-04,1,0,0,5051.09,5051.09,0.0,3,4,4,WH-JHB,FastTrack,1,1,1,0,2,2024-04-02
O-103685,2024-01-03,2024-01-10,Gauteng,Normal,Web,Completed,2024-01-06,1,0,0,891.3,891.3,0.0,1,2,2,WH-CPT,FastTrack,1,1,1,1,3,2024-01-03
O-103686,2024-04-14,2024-04-22,Gauteng,Normal,Mobile,Completed,2024-04-19,0,0,0,2762.56,2356.75,405.81,3,7,6,WH-JHB,EconoMove,1,0,0,1,5,2024-04-14
O-103687,2024-01-29,2024-02-05,Western Cape,Normal,Mobile,Completed,2024-02-03,1,0,1,4236.04,4236.04,0.0,2,4,4,WH-JHB,QuickShip,1,1,0,1,5,2024-01-29
O-103688,2024-01-25,2024-02-01,Mpumalanga,Normal,Web,Completed,2024-01-29,1,0,0,3668.67,3668.67,0.0,2,4,4,WH-JHB,EconoMove,1,1,1,1,4,2024-01-25
O-103689,2024-03-02,2024-03-08,Gauteng,Normal,Mobile,Completed,2024-03-05,1,0,0,795.9,795.9,0.0,1,2,2,WH-CPT,FastTrack,1,1,1,3,3,2024-03-02
O-103690,2024-04-14,2024-04-21,Mpumalanga,Normal,Mobile,Completed,2024-04-22,1,0,1,2121.87,2121.87,0.0,2,2,2,WH-DBN,EconoMove,0,0,0,3,8,2024-04-14
O-103691,2024-03-25,2024-03-30,Free State,Express,Web,Completed,2024-03-28,1,0,0,1259.75,1259.75,0.0,1,1,1,WH-JHB,FastTrack,1,1,1,1,3,2024-03-25
O-103692,2024-02-03,2024-02-09,KwaZulu-Natal,Normal,Mobile,Completed,2024-02-07,1,0,0,1505.0300000000002,1505.0300000000002,0.0,2,3,3,WH-CPT,FastTrack,1,1,1,2,4,2024-02-03
O-103693,2024-04-05,2024-04-14,Gauteng,Express,Mobile,Completed,2024-04-11,1,0,1,6862.38,6862.38,0.0,4,4,4,WH-DBN,QuickShip,1,1,0,2,6,2024-04-05
O-103694,2024-03-10,2024-03-16,Gauteng,Normal,Mobile,Completed,2024-03-11,1,0,0,6173.79,6173.79,0.0,4,5,5,WH-JHB,QuickShip,1,1,1,0,1,2024-03-10
O-103695,2024-03-06,2024-03-14,KwaZulu-Natal,Express,Mobile,Completed,2024-03-09,1,0,0,3897.0199999999995,3897.0199999999995,0.0,2,2,2,WH-CPT,QuickShip,1,1,1,1,3,2024-03-06
O-103696,2024-03-04,2024-03-08,KwaZulu-Natal,Express,Mobile,Completed,2024-03-08,1,0,1,9457.619999999999,9457.619999999999,0.0,4,7,7,WH-JHB,QuickShip,1,1,0,0,4,2024-03-04
O-103697,2024-02-28,2024-03-04,KwaZulu-Natal,Normal,Web,Completed,2024-03-05,1,0,0,1916.94,1916.94,0.0,2,3,3,WH-JHB,EconoMove,0,0,0,2,6,2024-02-28
O-103698,2024-01-30,2024-02-09,Gauteng,Normal,Web,Completed,2024-02-05,0,1,0,18601.489999999998,17639.52,961.97,4,9,8,WH-JHB,EconoMove,1,0,0,1,6,2024-01-30
O-103699,2024-02-19,2024-02-28,Free State,Normal,Mobile,Completed,2024-02-26,1,0,1,2006.6200000000001,2006.6200000000001,0.0,3,3,3,WH-JHB,EconoMove,1,1,0,0,7,2024-02-19
O-103700,2024-02-20,2024-02-26,KwaZulu-Natal,Normal,Mobile,Completed,2024-02-23,1,0,0,4997.2,4997.2,0.0,1,2,2,WH-CPT,FastTrack,1,1,1,1,3,2024-02-20
O-103701,2024-03-12,2024-03-16,Mpumalanga,Normal,Web,Completed,2024-03-15,1,1,0,4558.89,4558.89,0.0,4,4,4,WH-CPT,FastTrack,1,1,0,1,3,2024-03-12
O-103702,2024-03-25,2024-04-01,Western Cape,Normal,Mobile,Completed,2024-03-28,1,0,0,1552.38,1552.38,0.0,1,1,1,WH-CPT,QuickShip,1,1,1,1,3,2024-03-25
O-103703,2024-01-20,2024-01-24,KwaZulu-Natal,Express,Mobile,Completed,2024-01-26,0,0,1,2702.54,699.86,2002.68,2,2,1,WH-CPT,FastTrack,0,0,0,3,6,2024-01-20
O-103704,2024-03-08,2024-03-13,Gauteng,Normal,Web,Completed,2024-03-15,1,0,0,13946.17,13946.17,0.0,2,5,5,WH-DBN,QuickShip,0,0,0,4,7,2024-03-08
O-103705,2024-03-22,2024-03-30,Gauteng,Normal,Web,Completed,2024-03-26,0,0,0,7065.6900000000005,5725.2,1340.49,3,5,4,WH-CPT,QuickShip,1,0,0,2,4,2024-03-22
O-103706,2024-03-08,2024-03-14,KwaZulu-Natal,Express,Mobile,Completed,2024-03-12,1,0,0,5343.969999999999,5343.969999999999,0.0,4,7,7,WH-DBN,QuickShip,1,1,1,1,4,2024-03-08
O-103707,2024-04-20,2024-04-27,Mpumalanga,Normal,Mobile,Completed,2024-04-23,0,0,0,2195.27,1954.3899999999999,240.88,2,3,2,WH-JHB,FastTrack,1,0,0,0,3,2024-04-20
O-103708,2024-03-14,2024-03-20,Free State,Normal,Mobile,Completed,2024-03-18,1,0,0,8182.290000000001,8182.290000000001,0.0,3,7,7,WH-JHB,FastTrack,1,1,1,2,4,2024-03-14
O-103709,2024-03-27,2024-04-02,Mpumalanga,Normal,Mobile,Completed,2024-03-30,1,0,1,3667.95,3667.95,0.0,2,2,2,WH-JHB,FastTrack,1,1,0,1,3,2024-03-27
O-103710,2024-01-01,2024-01-09,Gauteng,Normal,Web,Completed,2024-01-05,1,0,0,9307.94,9307.94,0.0,4,6,6,WH-DBN,FastTrack,1,1,1,3,4,2024-01-01
O-103711,2024-02-20,2024-02-25,Free State,Normal,Web,Completed,2024-02-20,1,0,1,6218.67,6218.67,0.0,1,3,3,WH-JHB,FastTrack,1,1,0,0,0,2024-02-20
O-103712,2024-04-23,2024-04-29,Mpumalanga,Normal,Web,Completed,2024-04-25,1,0,1,6160.57,6160.57,0.0,4,7,7,WH-JHB,QuickShip,1,1,0,0,2,2024-04-23
O-103713,2024-02-28,2024-03-04,Free State,Normal,Mobile,Completed,2024-03-05,1,0,1,14004.739999999998,14004.739999999998,0.0,4,8,8,WH-JHB,QuickShip,0,0,0,2,6,2024-02-28
O-103714,2024-03-18,2024-03-24,Gauteng,Normal,Mobile,Completed,2024-03-26,1,0,0,592.41,592.41,0.0,1,3,3,WH-CPT,EconoMove,0,0,0,2,8,2024-03-18
O-103715,2024-03-16,2024-03-23,Free State,Express,Mobile,Completed,2024-03-19,1,0,0,5904.65,5904.65,0.0,2,5,5,WH-JHB,EconoMove,1,1,1,0,3,2024-03-16
O-103716,2024-01-01,2024-01-06,Mpumalanga,Normal,Web,Completed,2024-01-04,1,0,0,2940.0600000000004,2940.0600000000004,0.0,2,5,5,WH-JHB,FastTrack,1,1,1,2,3,2024-01-01
O-103717,2024-01-23,2024-01-28,Western Cape,Express,Web,Completed,2024-01-28,1,0,0,6237.72,6237.72,0.0,4,7,7,WH-CPT,FastTrack,1,1,1,1,5,2024-01-23
O-103718,2024-02-03,2024-02-08,Mpumalanga,Express,Mobile,Completed,2024-02-05,0,0,0,10052.45,9156.04,896.41,2,5,4,WH-DBN,FastTrack,1,0,0,1,2,2024-02-03
O-103719,2024-04-24,2024-05-02,KwaZulu-Natal,Normal,Mobile,Completed,2024-04-29,0,1,0,7674.16,3786.32,3887.84,4,6,3,WH-CPT,QuickShip,1,0,0,2,5,2024-04-24
O-103720,2024-02-15,2024-02-20,Free State,Normal,Web,Completed,2024-02-18,1,0,0,1671.5,1671.5,0.0,1,1,1,WH-CPT,FastTrack,1,1,1,3,3,2024-02-15
O-103721,2024-01-03,2024-01-09,Gauteng,Normal,Mobile,Completed,2024-01-04,0,0,0,5281.18,3028.05,2253.13,4,4,2,WH-CPT,FastTrack,1,0,0,0,1,2024-01-03
O-103722,2024-02-26,2024-03-04,Mpumalanga,Normal,Web,Completed,2024-03-01,1,0,1,7650.37,7650.37,0.0,3,4,4,WH-JHB,EconoMove,1,1,0,1,4,2024-02-26
O-103723,2024-02-15,2024-02-20,Mpumalanga,Normal,Mobile,Completed,2024-02-17,1,1,1,11812.05,11812.05,0.0,4,6,6,WH-DBN,FastTrack,1,1,0,2,2,2024-02-15
O-103724,2024-01-29,2024-02-04,Western Cape,Normal,Mobile,Completed,2024-02-05,1,0,0,13392.470000000001,13392.470000000001,0.0,3,5,5,WH-JHB,EconoMove,0,0,0,1,7,2024-01-29
O-103725,2024-03-07,2024-03-14,Mpumalanga,Normal,Web,Completed,2024-03-13,1,0,0,10322.43,10322.43,0.0,2,3,3,WH-DBN,FastTrack,1,1,1,4,6,2024-03-07
O-103726,2024-01-23,2024-01-28,Western Cape,Normal,Mobile,Completed,2024-01-29,1,0,0,5020.660000000001,5020.660000000001,0.0,3,6,6,WH-CPT,QuickShip,0,0,0,3,6,2024-01-23
O-103727,2024-04-29,2024-05-06,Free State,Normal,Web,Completed,2024-04-30,1,0,0,762.37,762.37,0.0,1,1,1,WH-JHB,QuickShip,1,1,1,0,1,2024-04-29
O-103728,2024-01-05,2024-01-10,Limpopo,Normal,Mobile,Completed,2024-01-09,0,0,1,6632.86,5285.83,1347.03,4,5,3,WH-DBN,QuickShip,1,0,0,1,4,2024-01-05
O-103729,2024-02-25,2024-03-05,Limpopo,Express,Mobile,Completed,2024-03-03,1,0,0,5104.32,5104.32,0.0,3,6,6,WH-DBN,EconoMove,1,1,1,2,7,2024-02-25
O-103730,2024-03-23,2024-03-31,KwaZulu-Natal,Normal,Web,Completed,2024-03-28,1,0,1,1135.08,1135.08,0.0,1,1,1,WH-JHB,EconoMove,1,1,0,2,5,2024-03-23
O-103731,2024-03-28,2024-04-03,Gauteng,Normal,Web,Completed,2024-04-01,1,0,0,5933.36,5933.36,0.0,3,5,5,WH-DBN,QuickShip,1,1,1,1,4,2024-03-28
O-103732,2024-04-05,2024-04-12,Western Cape,Normal,Web,Completed,2024-04-09,1,0,0,9151.56,9151.56,0.0,1,2,2,WH-DBN,FastTrack,1,1,1,3,4,2024-04-05
O-103733,2024-01-21,2024-01-29,Limpopo,Normal,Mobile,Completed,2024-01-25,1,0,0,1036.95,1036.95,0.0,1,1,1,WH-CPT,EconoMove,1,1,1,1,4,2024-01-21
O-103734,2024-01-20,2024-01-28,Western Cape,Normal,Mobile,Completed,2024-01-27,1,1,0,6956.56,6956.56,0.0,2,3,3,WH-DBN,QuickShip,1,1,0,3,7,2024-01-20
O-103735,2024-01-24,2024-01-31,KwaZulu-Natal,Normal,Web,Completed,2024-01-27,1,0,0,7222.78,7222.78,0.0,4,7,7,WH-JHB,EconoMove,1,1,1,1,3,2024-01-24
O-103736,2024-02-13,2024-02-21,Western Cape,Normal,Web,Completed,2024-02-18,0,0,0,4871.07,2620.01,2251.06,3,3,2,WH-DBN,QuickShip,1,0,0,3,5,2024-02-13
O-103737,2024-01-17,2024-01-21,Western Cape,Normal,Mobile,Completed,2024-01-20,0,0,0,11584.73,10811.07,773.66,4,5,4,WH-JHB,FastTrack,1,0,0,2,3,2024-01-17
O-103738,2024-04-12,2024-04-20,Free State,Express,Web,Completed,2024-04-13,0,0,0,4630.74,1394.55,3236.1899999999996,4,4,2,WH-CPT,QuickShip,1,0,0,0,1,2024-04-12
O-103739,2024-01-12,2024-01-20,Western Cape,Normal,Mobile,Completed,2024-01-18,0,0,0,4716.01,2200.99,2515.02,4,5,3,WH-JHB,EconoMove,1,0,0,0,6,2024-01-12
O-103740,2024-01-02,2024-01-09,Free State,Normal,Web,Completed,2024-01-06,1,0,0,590.67,590.67,0.0,1,1,1,WH-JHB,QuickShip,1,1,1,2,4,2024-01-02
O-103741,2024-03-08,2024-03-15,Mpumalanga,Normal,Web,Completed,2024-03-12,1,0,0,5266.24,5266.24,0.0,1,4,4,WH-JHB,QuickShip,1,1,1,2,4,2024-03-08
O-103742,2024-02-12,2024-02-18,Free State,Normal,Mobile,Completed,2024-02-15,0,0,1,10931.71,8671.76,2259.95,4,7,6,WH-DBN,FastTrack,1,0,0,1,3,2024-02-12
O-103743,2024-02-05,2024-02-14,Mpumalanga,Normal,Mobile,Completed,2024-02-10,1,0,1,1889.1599999999999,1889.1599999999999,0.0,2,3,3,WH-CPT,EconoMove,1,1,0,2,5,2024-02-05
O-103744,2024-02-14,2024-02-19,Gauteng,Normal,Mobile,Completed,2024-02-23,1,0,0,3172.2799999999997,3172.2799999999997,0.0,4,6,6,WH-DBN,FastTrack,0,0,0,3,9,2024-02-14
O-103745,2024-03-06,2024-03-12,Western Cape,Normal,Mobile,Completed,2024-03-13,1,0,1,1612.14,1612.14,0.0,2,2,2,WH-DBN,FastTrack,0,0,0,4,7,2024-03-06
O-103746,2024-02-16,2024-02-23,KwaZulu-Natal,Normal,Mobile,Completed,2024-02-19,0,0,0,3117.75,1714.8600000000001,1402.89,2,3,2,WH-JHB,QuickShip,1,0,0,0,3,2024-02-16
O-103747,2024-03-29,2024-04-04,Free State,Normal,Web,Completed,2024-04-06,0,0,0,3267.47,1980.7799999999997,1286.69,4,5,3,WH-CPT,QuickShip,0,0,0,3,8,2024-03-29
O-103748,2024-01-22,2024-01-28,Western Cape,Normal,Mobile,Completed,2024-01-22,1,0,0,1352.08,1352.08,0.0,1,1,1,WH-JHB,QuickShip,1,1,1,0,0,2024-01-22
O-103749,2024-04-18,2024-04-26,KwaZulu-Natal,Normal,Web,Completed,2024-04-26,1,0,0,2398.86,2398.86,0.0,1,2,2,WH-DBN,FastTrack,1,1,1,4,8,2024-04-18
O-103750,2024-04-27,2024-05-07,Free State,Normal,Web,Completed,2024-05-03,1,0,0,1866.2799999999997,1866.2799999999997,0.0,2,3,3,WH-DBN,EconoMove,1,1,1,1,6,2024-04-27
O-103751,2024-01-06,2024-01-14,Free State,Normal,Mobile,Completed,2024-01-14,1,0,0,9464.02,9464.02,0.0,3,5,5,WH-DBN,QuickShip,1,1,1,4,8,2024-01-06
O-103752,2024-03-20,2024-03-25,KwaZulu-Natal,Normal,Web,Completed,2024-03-22,1,0,1,639.24,639.24,0.0,1,2,2,WH-CPT,FastTrack,1,1,0,2,2,2024-03-20
O-103753,2024-02-25,2024-03-03,Western Cape,Normal,Mobile,Completed,2024-02-29,1,0,0,1149.09,1149.09,0.0,1,1,1,WH-CPT,EconoMove,1,1,1,1,4,2024-02-25
O-103754,2024-03-27,2024-04-04,Western Cape,Express,Mobile,Completed,2024-04-01,1,0,0,4412.68,4412.68,0.0,3,3,3,WH-JHB,EconoMove,1,1,1,0,5,2024-03-27
O-103755,2024-04-24,2024-05-01,Limpopo,Normal,Web,Completed,2024-04-30,1,0,1,7288.25,7288.25,0.0,4,7,7,WH-DBN,QuickShip,1,1,0,4,6,2024-04-24
O-103756,2024-04-25,2024-05-01,Free State,Normal,Mobile,Completed,2024-04-30,1,1,0,6425.38,6425.38,0.0,4,5,5,WH-CPT,QuickShip,1,1,0,2,5,2024-04-25
O-103757,2024-03-21,2024-03-27,Western Cape,Normal,Mobile,Completed,2024-03-24,1,0,0,3282.42,3282.42,0.0,1,3,3,WH-JHB,EconoMove,1,1,1,0,3,2024-03-21
O-103758,2024-02-06,2024-02-15,Limpopo,Normal,Web,Completed,2024-02-12,1,0,0,8755.11,8755.11,0.0,3,7,7,WH-CPT,QuickShip,1,1,1,2,6,2024-02-06
O-103759,2024-02-24,2024-03-02,Western Cape,Express,Web,Completed,2024-02-28,0,0,1,11814.52,4656.51,7158.01,4,5,3,WH-JHB,EconoMove,1,0,0,0,4,2024-02-24
O-103760,2024-01-16,2024-01-26,Mpumalanga,Normal,Mobile,Completed,2024-01-21,1,0,0,794.94,794.94,0.0,1,1,1,WH-DBN,QuickShip,1,1,1,1,5,2024-01-16
O-103761,2024-02-26,2024-03-01,Western Cape,Express,Mobile,Completed,2024-02-27,1,0,0,6640.24,6640.24,0.0,3,6,6,WH-JHB,QuickShip,1,1,1,0,1,2024-02-26
O-103762,2024-01-30,2024-02-09,KwaZulu-Natal,Normal,Web,Completed,2024-02-03,1,0,0,879.66,879.66,0.0,1,1,1,WH-JHB,EconoMove,1,1,1,1,4,2024-01-30
O-103763,2024-02-08,2024-02-16,Limpopo,Express,Web,Completed,2024-02-14,0,0,0,1379.5,689.75,689.75,1,2,1,WH-JHB,EconoMove,1,0,0,1,6,2024-02-08
O-103764,2024-02-18,2024-02-26,Western Cape,Normal,Web,Completed,2024-02-22,0,0,1,8209.85,5921.51,2288.34,4,6,5,WH-CPT,QuickShip,1,0,0,1,4,2024-02-18
O-103765,2024-02-12,2024-02-17,Western Cape,Normal,Mobile,Completed,2024-02-21,1,0,1,3018.54,3018.54,0.0,3,3,3,WH-DBN,FastTrack,0,0,0,3,9,2024-02-12
O-103766,2024-04-19,2024-04-25,Limpopo,Normal,Web,Completed,2024-04-25,0,0,0,4810.5,2405.25,2405.25,1,2,1,WH-DBN,FastTrack,1,0,0,4,6,2024-04-19
O-103767,2024-01-12,2024-01-19,Mpumalanga,Express,Web,Completed,2024-01-21,1,0,0,12944.42,12944.42,0.0,4,8,8,WH-DBN,EconoMove,0,0,0,3,9,2024-01-12
O-103768,2024-01-12,2024-01-18,Gauteng,Normal,Web,Completed,2024-01-16,0,0,0,1250.5,625.25,625.25,2,4,2,WH-CPT,FastTrack,1,0,0,1,4,2024-01-12
O-103769,2024-01-13,2024-01-19,Limpopo,Normal,Web,Completed,2024-01-17,1,0,1,21393.89,21393.89,0.0,3,6,6,WH-JHB,FastTrack,1,1,0,2,4,2024-01-13
O-103770,2024-04-14,2024-04-20,Gauteng,Express,Web,Completed,2024-04-15,1,0,0,2498.66,2498.66,0.0,2,3,3,WH-JHB,QuickShip,1,1,1,0,1,2024-04-14
